OBJECTNUMMER;Buurtcode;Buurtnaam;Wijkcode;Stadsdeelcode;Oppervlakte_m2;BuurtID;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
28;"A05b";"Haarlemmerbuurt Oost";"A05";"A";101365;"03630000000431";"POLYGON((4.888437 52.380521,4.889909 52.382132,4.890157 52.382364,4.890186 52.382395,4.890637 52.382178,4.890642 52.382161,4.8915 52.381762,4.891898 52.381608,4.894486 52.380663,4.894507 52.380683,4.894726 52.3806,4.894708 52.380583,4.894861 52.380537,4.894849 52.380523,4.895806 52.380143,4.895468 52.379855,4.895194 52.379624,4.894341 52.37903,4.894003 52.378766,4.893684 52.378901,4.893525 52.378944,4.892008 52.379265,4.891719 52.37927,4.890239 52.379599,4.890135 52.379631,4.889848 52.379731,4.888437 52.380521))";"POLYGON((52.380521 4.888437,52.382132 4.889909,52.382364 4.890157,52.382395 4.890186,52.382178 4.890637,52.382161 4.890642,52.381762 4.8915,52.381608 4.891898,52.380663 4.894486,52.380683 4.894507,52.3806 4.894726,52.380583 4.894708,52.380537 4.894861,52.380523 4.894849,52.380143 4.895806,52.379855 4.895468,52.379624 4.895194,52.37903 4.894341,52.378766 4.894003,52.378901 4.893684,52.378944 4.893525,52.379265 4.892008,52.37927 4.891719,52.379599 4.890239,52.379631 4.890135,52.379731 4.889848,52.380521 4.888437))";4.8921215;52.3805805;
29;"A05c";"Haarlemmerbuurt West";"A05";"A";117354;"03630000000432";"POLYGON((4.88261 52.383893,4.882826 52.384134,4.883023 52.384428,4.883518 52.384955,4.883929 52.385506,4.884653 52.385199,4.885036 52.385009,4.887781 52.383475,4.88815 52.383279,4.888524 52.3831,4.889388 52.38272,4.890157 52.382364,4.889909 52.382132,4.888437 52.380521,4.88807 52.380727,4.883067 52.38352,4.882965 52.383652,4.882937 52.383701,4.88261 52.383893))";"POLYGON((52.383893 4.88261,52.384134 4.882826,52.384428 4.883023,52.384955 4.883518,52.385506 4.883929,52.385199 4.884653,52.385009 4.885036,52.383475 4.887781,52.383279 4.88815,52.3831 4.888524,52.38272 4.889388,52.382364 4.890157,52.382132 4.889909,52.380521 4.888437,52.380727 4.88807,52.38352 4.883067,52.383652 4.882965,52.383701 4.882937,52.383893 4.88261))";4.8863835;52.3830135;
30;"A05d";"Westelijke eilanden";"A05";"A";216560;"03630000000433";"POLYGON((4.883929 52.385506,4.884078 52.385668,4.884339 52.38596,4.8857 52.388002,4.885751 52.388168,4.885977 52.38813,4.891015 52.388441,4.891067 52.388277,4.891178 52.38778,4.890644 52.383245,4.89075 52.382997,4.890186 52.382395,4.890157 52.382364,4.889388 52.38272,4.888524 52.3831,4.88815 52.383279,4.887781 52.383475,4.885036 52.385009,4.884653 52.385199,4.883929 52.385506))";"POLYGON((52.385506 4.883929,52.385668 4.884078,52.38596 4.884339,52.388002 4.8857,52.388168 4.885751,52.38813 4.885977,52.388441 4.891015,52.388277 4.891067,52.38778 4.891178,52.383245 4.890644,52.382997 4.89075,52.382395 4.890186,52.382364 4.890157,52.38272 4.889388,52.3831 4.888524,52.383279 4.88815,52.383475 4.887781,52.385009 4.885036,52.385199 4.884653,52.385506 4.883929))";4.8875535;52.3854025;
31;"A05f";"Planciusbuurt Noord";"A05";"A";24120;"03630023753950";"POLYGON((4.88304 52.386002,4.88324 52.386243,4.884002 52.387343,4.884485 52.388379,4.885751 52.388168,4.8857 52.388002,4.884339 52.38596,4.884078 52.385668,4.88304 52.386002))";"POLYGON((52.386002 4.88304,52.386243 4.88324,52.387343 4.884002,52.388379 4.884485,52.388168 4.885751,52.388002 4.8857,52.38596 4.884339,52.385668 4.884078,52.386002 4.88304))";4.8843955;52.3870235;
32;"A05g";"Planciusbuurt Zuid";"A05";"A";17346;"03630023753951";"POLYGON((4.881667 52.38418,4.881832 52.384436,4.882351 52.385186,4.882592 52.385461,4.88304 52.386002,4.884078 52.385668,4.883929 52.385506,4.883518 52.384955,4.883023 52.384428,4.882826 52.384134,4.88261 52.383893,4.882537 52.383924,4.881667 52.38418))";"POLYGON((52.38418 4.881667,52.384436 4.881832,52.385186 4.882351,52.385461 4.882592,52.386002 4.88304,52.385668 4.884078,52.385506 4.883929,52.384955 4.883518,52.384428 4.883023,52.384134 4.882826,52.383893 4.88261,52.383924 4.882537,52.38418 4.881667))";4.8828725;52.3849475;
33;"A06a";"Driehoekbuurt";"A06";"A";106085;"03630000000498";"POLYGON((4.880367 52.379581,4.882965 52.383652,4.883067 52.38352,4.88807 52.380727,4.880367 52.379581))";"POLYGON((52.379581 4.880367,52.383652 4.882965,52.38352 4.883067,52.380727 4.88807,52.379581 4.880367))";4.8842185;52.3816165;
34;"A06c";"Bloemgrachtbuurt";"A06";"A";127086;"03630000000500";"POLYGON((4.876928 52.373961,4.876942 52.374037,4.877033 52.374282,4.877074 52.374363,4.877604 52.375206,4.877797 52.375199,4.884272 52.376598,4.884472 52.376604,4.88478 52.376529,4.883156 52.374751,4.883134 52.374679,4.883068 52.373991,4.876315 52.372315,4.876368 52.372478,4.876684 52.373293,4.876785 52.373618,4.876857 52.373781,4.876925 52.373904,4.876928 52.373961))";"POLYGON((52.373961 4.876928,52.374037 4.876942,52.374282 4.877033,52.374363 4.877074,52.375206 4.877604,52.375199 4.877797,52.376598 4.884272,52.376604 4.884472,52.376529 4.88478,52.374751 4.883156,52.374679 4.883134,52.373991 4.883068,52.372315 4.876315,52.372478 4.876368,52.373293 4.876684,52.373618 4.876785,52.373781 4.876857,52.373904 4.876925,52.373961 4.876928))";4.8805475;52.3744595;
35;"A06d";"Marnixbuurt Noord";"A06";"A";72098;"03630000000501";"POLYGON((4.878167 52.378506,4.879862 52.38122,4.879872 52.381283,4.879854 52.38134,4.879632 52.381587,4.879583 52.381682,4.879572 52.381738,4.879578 52.381809,4.879597 52.381865,4.879639 52.381931,4.879705 52.381999,4.87981 52.382068,4.880102 52.382184,4.880333 52.382306,4.880486 52.382412,4.880651 52.382565,4.880761 52.382709,4.881667 52.38418,4.882537 52.383924,4.88261 52.383893,4.882937 52.383701,4.882965 52.383652,4.880367 52.379581,4.879183 52.377706,4.878692 52.377817,4.878992 52.378307,4.878167 52.378506))";"POLYGON((52.378506 4.878167,52.38122 4.879862,52.381283 4.879872,52.38134 4.879854,52.381587 4.879632,52.381682 4.879583,52.381738 4.879572,52.381809 4.879578,52.381865 4.879597,52.381931 4.879639,52.381999 4.879705,52.382068 4.87981,52.382184 4.880102,52.382306 4.880333,52.382412 4.880486,52.382565 4.880651,52.382709 4.880761,52.38418 4.881667,52.383924 4.882537,52.383893 4.88261,52.383701 4.882937,52.383652 4.882965,52.379581 4.880367,52.377706 4.879183,52.377817 4.878692,52.378307 4.878992,52.378506 4.878167))";4.880566;52.380943;
36;"A06e";"Zaagpoortbuurt";"A06";"A";37945;"03630000000502";"POLYGON((4.875514 52.374077,4.875541 52.374214,4.875853 52.374184,4.875888 52.374318,4.875995 52.374539,4.876592 52.375489,4.878014 52.377762,4.877909 52.377786,4.878079 52.378049,4.878101 52.378043,4.878294 52.378352,4.8781 52.378399,4.878167 52.378506,4.878992 52.378307,4.878692 52.377817,4.879183 52.377706,4.877604 52.375206,4.877074 52.374363,4.877033 52.374282,4.876942 52.374037,4.876928 52.373961,4.876773 52.373954,4.875514 52.374077))";"POLYGON((52.374077 4.875514,52.374214 4.875541,52.374184 4.875853,52.374318 4.875888,52.374539 4.875995,52.375489 4.876592,52.377762 4.878014,52.377786 4.877909,52.378049 4.878079,52.378043 4.878101,52.378352 4.878294,52.378399 4.8781,52.378506 4.878167,52.378307 4.878992,52.377817 4.878692,52.377706 4.879183,52.375206 4.877604,52.374363 4.877074,52.374282 4.877033,52.374037 4.876942,52.373961 4.876928,52.373954 4.876773,52.374077 4.875514))";4.8773485;52.37623;
37;"A06f";"Marnixbuurt Midden";"A06";"A";21592;"03630000000503";"POLYGON((4.875488 52.37341,4.875477 52.37376,4.875514 52.374077,4.876773 52.373954,4.876928 52.373961,4.876925 52.373904,4.876857 52.373781,4.876785 52.373618,4.876684 52.373293,4.876368 52.372478,4.876315 52.372315,4.875358 52.372083,4.874504 52.371889,4.874452 52.37206,4.87444 52.372201,4.874484 52.372324,4.874556 52.37245,4.874646 52.372562,4.874783 52.37269,4.874831 52.372727,4.875169 52.372924,4.875236 52.372975,4.875296 52.373036,4.875385 52.373151,4.875432 52.373235,4.875488 52.37341))";"POLYGON((52.37341 4.875488,52.37376 4.875477,52.374077 4.875514,52.373954 4.876773,52.373961 4.876928,52.373904 4.876925,52.373781 4.876857,52.373618 4.876785,52.373293 4.876684,52.372478 4.876368,52.372315 4.876315,52.372083 4.875358,52.371889 4.874504,52.37206 4.874452,52.372201 4.87444,52.372324 4.874484,52.37245 4.874556,52.372562 4.874646,52.37269 4.874783,52.372727 4.874831,52.372924 4.875169,52.372975 4.875236,52.373036 4.875296,52.373151 4.875385,52.373235 4.875432,52.37341 4.875488))";4.875684;52.372983;
38;"A06g";"Elandsgrachtbuurt";"A06";"A";207916;"03630000000504";"POLYGON((4.876315 52.372315,4.883068 52.373991,4.882614 52.368932,4.882603 52.368756,4.88228 52.368768,4.882208 52.368764,4.879075 52.367745,4.878295 52.368853,4.876207 52.371844,4.876179 52.371903,4.876315 52.372315))";"POLYGON((52.372315 4.876315,52.373991 4.883068,52.368932 4.882614,52.368756 4.882603,52.368768 4.88228,52.368764 4.882208,52.367745 4.879075,52.368853 4.878295,52.371844 4.876207,52.371903 4.876179,52.372315 4.876315))";4.8796235;52.370868;
39;"A06h";"Passeerdersgrachtbuurt";"A06";"A";54676;"03630000000505";"POLYGON((4.879075 52.367745,4.882208 52.368764,4.88228 52.368768,4.882603 52.368756,4.882424 52.366744,4.882432 52.366665,4.882548 52.366579,4.882742 52.366246,4.882798 52.366177,4.880913 52.365494,4.880867 52.365539,4.880491 52.366061,4.880247 52.366346,4.880024 52.366647,4.879889 52.36661,4.879075 52.367745))";"POLYGON((52.367745 4.879075,52.368764 4.882208,52.368768 4.88228,52.368756 4.882603,52.366744 4.882424,52.366665 4.882432,52.366579 4.882548,52.366246 4.882742,52.366177 4.882798,52.365494 4.880913,52.365539 4.880867,52.366061 4.880491,52.366346 4.880247,52.366647 4.880024,52.36661 4.879889,52.367745 4.879075))";4.8809365;52.367131;
40;"A04g";"Valkenburg";"A04";"A";73586;"03630000000427";"POLYGON((4.903968 52.368447,4.908219 52.37007,4.908707 52.370163,4.909154 52.370386,4.909647 52.370713,4.910507 52.370215,4.910789 52.370159,4.911127 52.369967,4.910685 52.369699,4.910038 52.369315,4.909685 52.369068,4.907105 52.367342,4.905385 52.367932,4.903968 52.368447))";"POLYGON((52.368447 4.903968,52.37007 4.908219,52.370163 4.908707,52.370386 4.909154,52.370713 4.909647,52.370215 4.910507,52.370159 4.910789,52.369967 4.911127,52.369699 4.910685,52.369315 4.910038,52.369068 4.909685,52.367342 4.907105,52.367932 4.905385,52.368447 4.903968))";4.9075475;52.3690275;
41;"A04h";"Zuiderkerkbuurt";"A04";"A";91024;"03630000000428";"POLYGON((4.895268 52.367367,4.895372 52.367424,4.895474 52.367497,4.895786 52.367811,4.896231 52.368291,4.896365 52.368497,4.898755 52.370995,4.899295 52.371577,4.899857 52.372223,4.900467 52.372088,4.900439 52.371992,4.900435 52.371851,4.90069 52.370118,4.900785 52.369877,4.900908 52.369711,4.901121 52.369622,4.90101 52.369547,4.900947 52.369524,4.900642 52.369295,4.900306 52.369178,4.900175 52.369075,4.900086 52.369038,4.898985 52.368032,4.898704 52.367838,4.898241 52.367319,4.89725 52.367428,4.897127 52.367428,4.896077 52.367378,4.895268 52.367367))";"POLYGON((52.367367 4.895268,52.367424 4.895372,52.367497 4.895474,52.367811 4.895786,52.368291 4.896231,52.368497 4.896365,52.370995 4.898755,52.371577 4.899295,52.372223 4.899857,52.372088 4.900467,52.371992 4.900439,52.371851 4.900435,52.370118 4.90069,52.369877 4.900785,52.369711 4.900908,52.369622 4.901121,52.369547 4.90101,52.369524 4.900947,52.369295 4.900642,52.369178 4.900306,52.369075 4.900175,52.369038 4.900086,52.368032 4.898985,52.367838 4.898704,52.367319 4.898241,52.367428 4.89725,52.367428 4.897127,52.367378 4.896077,52.367367 4.895268))";4.8981945;52.369771;
42;"A04i";"Waterloopleinbuurt";"A04";"A";129562;"03630000000429";"POLYGON((4.898241 52.367319,4.898704 52.367838,4.898985 52.368032,4.900086 52.369038,4.900175 52.369075,4.900306 52.369178,4.900642 52.369295,4.900947 52.369524,4.90101 52.369547,4.901121 52.369622,4.902625 52.368986,4.903716 52.368539,4.903968 52.368447,4.905385 52.367932,4.907105 52.367342,4.906546 52.366984,4.90637 52.366888,4.906116 52.366764,4.906035 52.366725,4.905631 52.366613,4.901834 52.365889,4.901217 52.365779,4.900752 52.366624,4.899284 52.367172,4.898795 52.367262,4.898241 52.367319))";"POLYGON((52.367319 4.898241,52.367838 4.898704,52.368032 4.898985,52.369038 4.900086,52.369075 4.900175,52.369178 4.900306,52.369295 4.900642,52.369524 4.900947,52.369547 4.90101,52.369622 4.901121,52.368986 4.902625,52.368539 4.903716,52.368447 4.903968,52.367932 4.905385,52.367342 4.907105,52.366984 4.906546,52.366888 4.90637,52.366764 4.906116,52.366725 4.906035,52.366613 4.905631,52.365889 4.901834,52.365779 4.901217,52.366624 4.900752,52.367172 4.899284,52.367262 4.898795,52.367319 4.898241))";4.902673;52.3677005;
43;"T94a";"E-buurt";"T94";"T";319377;"03630000000715";"POLYGON((4.956755 52.324046,4.962511 52.326037,4.964045 52.326556,4.967544 52.327759,4.969213 52.326785,4.969611 52.326519,4.970258 52.32617,4.970477 52.326289,4.971145 52.325704,4.971484 52.325354,4.970623 52.325058,4.970509 52.325038,4.970283 52.325033,4.970228 52.325026,4.969848 52.324889,4.968535 52.324965,4.968485 52.324982,4.968398 52.325062,4.968018 52.324931,4.967204 52.323897,4.967219 52.323757,4.967268 52.323621,4.96734 52.323504,4.967483 52.323335,4.966464 52.32325,4.965575 52.322927,4.964732 52.322988,4.964314 52.322854,4.962939 52.322895,4.9617 52.322462,4.961695 52.322035,4.959336 52.32122,4.956755 52.324046))";"POLYGON((52.324046 4.956755,52.326037 4.962511,52.326556 4.964045,52.327759 4.967544,52.326785 4.969213,52.326519 4.969611,52.32617 4.970258,52.326289 4.970477,52.325704 4.971145,52.325354 4.971484,52.325058 4.970623,52.325038 4.970509,52.325033 4.970283,52.325026 4.970228,52.324889 4.969848,52.324965 4.968535,52.324982 4.968485,52.325062 4.968398,52.324931 4.968018,52.323897 4.967204,52.323757 4.967219,52.323621 4.967268,52.323504 4.96734,52.323335 4.967483,52.32325 4.966464,52.322927 4.965575,52.322988 4.964732,52.322854 4.964314,52.322895 4.962939,52.322462 4.9617,52.322035 4.961695,52.32122 4.959336,52.324046 4.956755))";4.9641195;52.3244895;
44;"A06k";"Anjeliersbuurt Noord";"A06";"A";98834;"03630023753960";"POLYGON((4.879183 52.377706,4.880367 52.379581,4.88807 52.380727,4.888437 52.380521,4.888166 52.380216,4.887129 52.379095,4.879359 52.377669,4.879183 52.377706))";"POLYGON((52.377706 4.879183,52.379581 4.880367,52.380727 4.88807,52.380521 4.888437,52.380216 4.888166,52.379095 4.887129,52.377669 4.879359,52.377706 4.879183))";4.88381;52.379198;
45;"A06l";"Anjeliersbuurt Zuid";"A06";"A";119608;"03630023753961";"POLYGON((4.877604 52.375206,4.879183 52.377706,4.879359 52.377669,4.887129 52.379095,4.886207 52.378089,4.88478 52.376529,4.884472 52.376604,4.884272 52.376598,4.877797 52.375199,4.877604 52.375206))";"POLYGON((52.375206 4.877604,52.377706 4.879183,52.377669 4.879359,52.379095 4.887129,52.378089 4.886207,52.376529 4.88478,52.376604 4.884472,52.376598 4.884272,52.375199 4.877797,52.375206 4.877604))";4.8823665;52.377147;
46;"A07a";"Leidsebuurt Noordwest";"A07";"A";28538;"03630000000508";"POLYGON((4.880718 52.365428,4.880913 52.365494,4.882798 52.366177,4.882882 52.366075,4.883505 52.365687,4.884364 52.365108,4.884468 52.365026,4.883165 52.364403,4.882979 52.364243,4.882579 52.364521,4.882293 52.364386,4.881799 52.364741,4.88168 52.364682,4.880873 52.365286,4.880718 52.365428))";"POLYGON((52.365428 4.880718,52.365494 4.880913,52.366177 4.882798,52.366075 4.882882,52.365687 4.883505,52.365108 4.884364,52.365026 4.884468,52.364403 4.883165,52.364243 4.882979,52.364521 4.882579,52.364386 4.882293,52.364741 4.881799,52.364682 4.88168,52.365286 4.880873,52.365428 4.880718))";4.882593;52.36521;
47;"A07b";"Leidsebuurt Zuidwest";"A07";"A";32561;"03630000000509";"POLYGON((4.879225 52.364925,4.880099 52.365212,4.880718 52.365428,4.880873 52.365286,4.88168 52.364682,4.881799 52.364741,4.882293 52.364386,4.882579 52.364521,4.882979 52.364243,4.882589 52.363906,4.881236 52.36327,4.881121 52.363362,4.880851 52.363543,4.880708 52.363627,4.880542 52.36371,4.88026 52.363825,4.880062 52.363888,4.87978 52.363964,4.879604 52.364039,4.879496 52.36411,4.87942 52.364179,4.879359 52.364259,4.879317 52.364344,4.879263 52.364487,4.87923 52.364632,4.879217 52.364778,4.879225 52.364925))";"POLYGON((52.364925 4.879225,52.365212 4.880099,52.365428 4.880718,52.365286 4.880873,52.364682 4.88168,52.364741 4.881799,52.364386 4.882293,52.364521 4.882579,52.364243 4.882979,52.363906 4.882589,52.36327 4.881236,52.363362 4.881121,52.363543 4.880851,52.363627 4.880708,52.36371 4.880542,52.363825 4.88026,52.363888 4.880062,52.363964 4.87978,52.364039 4.879604,52.36411 4.879496,52.364179 4.87942,52.364259 4.879359,52.364344 4.879317,52.364487 4.879263,52.364632 4.87923,52.364778 4.879217,52.364925 4.879225))";4.881098;52.364349;
48;"A07c";"Leidsebuurt Noordoost";"A07";"A";61554;"03630000000510";"POLYGON((4.882589 52.363906,4.882979 52.364243,4.883165 52.364403,4.884468 52.365026,4.884571 52.364945,4.884754 52.364839,4.887875 52.362774,4.887699 52.362559,4.886829 52.361616,4.883568 52.363241,4.882589 52.363906))";"POLYGON((52.363906 4.882589,52.364243 4.882979,52.364403 4.883165,52.365026 4.884468,52.364945 4.884571,52.364839 4.884754,52.362774 4.887875,52.362559 4.887699,52.361616 4.886829,52.363241 4.883568,52.363906 4.882589))";4.885232;52.363321;
49;"A07d";"Leidsebuurt Zuidoost";"A07";"A";51102;"03630000000511";"POLYGON((4.881236 52.36327,4.882589 52.363906,4.883568 52.363241,4.886829 52.361616,4.886983 52.361539,4.886786 52.361332,4.88655 52.360987,4.886442 52.360887,4.8863 52.36078,4.885386 52.361237,4.884404 52.361727,4.884235 52.361794,4.884046 52.361849,4.883845 52.361888,4.883639 52.36191,4.882635 52.361928,4.882511 52.361938,4.882398 52.361957,4.88226 52.361995,4.882099 52.362056,4.881963 52.36212,4.881853 52.362186,4.881748 52.36228,4.881716 52.362323,4.88166 52.362417,4.88162 52.36251,4.881576 52.362765,4.881517 52.362939,4.881412 52.363127,4.881236 52.36327))";"POLYGON((52.36327 4.881236,52.363906 4.882589,52.363241 4.883568,52.361616 4.886829,52.361539 4.886983,52.361332 4.886786,52.360987 4.88655,52.360887 4.886442,52.36078 4.8863,52.361237 4.885386,52.361727 4.884404,52.361794 4.884235,52.361849 4.884046,52.361888 4.883845,52.36191 4.883639,52.361928 4.882635,52.361938 4.882511,52.361957 4.882398,52.361995 4.88226,52.362056 4.882099,52.36212 4.881963,52.362186 4.881853,52.36228 4.881748,52.362323 4.881716,52.362417 4.88166,52.36251 4.88162,52.362765 4.881576,52.362939 4.881517,52.363127 4.881412,52.36327 4.881236))";4.8841095;52.362343;
50;"A07e";"Weteringbuurt";"A07";"A";136285;"03630000000512";"POLYGON((4.886829 52.361616,4.887699 52.362559,4.887875 52.362774,4.887968 52.362714,4.888035 52.362693,4.888098 52.362673,4.895908 52.361604,4.896088 52.361619,4.89618 52.360252,4.896211 52.359873,4.896185 52.359695,4.890777 52.360025,4.89012 52.360072,4.890016 52.36009,4.886983 52.361539,4.886829 52.361616))";"POLYGON((52.361616 4.886829,52.362559 4.887699,52.362774 4.887875,52.362714 4.887968,52.362693 4.888035,52.362673 4.888098,52.361604 4.895908,52.361619 4.896088,52.360252 4.89618,52.359873 4.896211,52.359695 4.896185,52.360025 4.890777,52.360072 4.89012,52.36009 4.890016,52.361539 4.886983,52.361616 4.886829))";4.89152;52.3612345;
51;"A07f";"Den Texbuurt";"A07";"A";112848;"03630000000513";"POLYGON((4.8863 52.36078,4.886442 52.360887,4.88655 52.360987,4.886786 52.361332,4.886983 52.361539,4.890016 52.36009,4.89012 52.360072,4.890777 52.360025,4.896185 52.359695,4.896388 52.359682,4.89639 52.359529,4.896177 52.358047,4.89088 52.35837,4.890654 52.358397,4.890437 52.358433,4.890216 52.358479,4.890008 52.358533,4.889807 52.358594,4.889605 52.358667,4.889405 52.358752,4.889253 52.358828,4.888931 52.359019,4.888644 52.35923,4.888412 52.359442,4.888292 52.359585,4.888175 52.359705,4.88795 52.359896,4.887685 52.360074,4.887389 52.360233,4.8863 52.36078))";"POLYGON((52.36078 4.8863,52.360887 4.886442,52.360987 4.88655,52.361332 4.886786,52.361539 4.886983,52.36009 4.890016,52.360072 4.89012,52.360025 4.890777,52.359695 4.896185,52.359682 4.896388,52.359529 4.89639,52.358047 4.896177,52.35837 4.89088,52.358397 4.890654,52.358433 4.890437,52.358479 4.890216,52.358533 4.890008,52.358594 4.889807,52.358667 4.889605,52.358752 4.889405,52.358828 4.889253,52.359019 4.888931,52.35923 4.888644,52.359442 4.888412,52.359585 4.888292,52.359705 4.888175,52.359896 4.88795,52.360074 4.887685,52.360233 4.887389,52.36078 4.8863))";4.891345;52.359793;
52;"A07g";"Utrechtsebuurt Zuid";"A07";"A";68784;"03630000000514";"POLYGON((4.896088 52.361619,4.896344 52.36164,4.896517 52.361666,4.90277 52.362804,4.903351 52.361656,4.901195 52.361226,4.89618 52.360252,4.896088 52.361619))";"POLYGON((52.361619 4.896088,52.36164 4.896344,52.361666 4.896517,52.362804 4.90277,52.361656 4.903351,52.361226 4.901195,52.360252 4.89618,52.361619 4.896088))";4.8997195;52.361528;
